0.0,9,1025
1.0,9,810
2.0,9,853
3.0,9,994
4.0,9,879
5.0,9,761
6.0,9,945
7.0,9,833
8.0,8,844
9.0,9,964
10.0,8,853
11.0,9,764
12.0,9,957
13.0,9,802
14.0,9,832
15.0,9,966
16.0,9,892
17.0,9,750
18.0,8,939
19.0,9,872
20.0,9,875
21.0,8,962
22.0,9,808
23.0,9,530
24.0,9,938
25.0,8,781
26.0,9,725
27.0,8,939
28.0,9,827
29.0,9,775
30.0,9,946
31.0,9,835
32.0,9,812
33.0,9,951
34.0,9,853
35.0,9,761
36.0,9,945
37.0,8,815
38.0,9,790
39.0,8,940
40.0,9,848
41.0,9,773
42.0,8,940
43.0,9,857
44.0,8,814
45.0,9,938
46.0,9,819
47.0,9,598
48.0,9,559
49.0,9,460
50.0,9,366
51.0,9,506
52.0,8,435
53.0,9,361
54.0,9,386
55.0,9,341
56.0,8,317
57.0,8,365
58.0,9,334
59.0,9,276
60.0,9,332
61.0,9,281
62.0,9,255
63.0,9,316
64.0,9,281
65.0,8,248
66.0,9,303
67.0,9,273
68.0,8,265
69.0,8,308
70.0,8,267
71.0,9,199
72.0,8,212
73.0,8,179
74.0,8,147
75.0,8,171
76.0,8,145
77.0,7,113
78.0,9,152
79.0,8,136
80.0,8,114
81.0,8,140
82.0,8,123
83.0,9,105
84.0,9,136
85.0,8,121
86.0,8,104
87.0,9,133
88.0,8,124
89.0,8,106
90.0,8,129
35.5,9,770
92.0,8,102
93.0,8,129
94.0,9,108
2.5,8,892
96.0,9,83
97.0,7,71
98.0,8,61
99.0,8,74
100.0,7,62
101.0,9,50
102.0,7,60
103.0,8,51
127.5,7,27
105.0,7,59
106.0,8,50
107.0,8,38
108.0,8,48
109.0,8,42
110.0,8,39
111.0,8,49
112.0,7,41
113.0,7,39
114.0,7,45
115.0,8,40
116.0,8,43
117.0,7,45
118.0,8,39
119.0,7,30
120.0,9,32
121.0,6,27
122.0,7,27
123.0,8,30
124.0,8,25
125.0,8,18
126.0,7,29
127.0,6,21
128.0,6,23
129.0,8,24
130.0,7,19
131.0,8,18
132.0,7,20
133.0,7,15
134.0,8,17
135.0,7,20
136.0,6,16
137.0,6,12
138.0,5,18
139.0,6,14
29.25,6,14
141.0,6,18
142.0,5,12
143.0,6,11
144.0,7,10
145.0,6,8
146.0,4,9
147.0,6,10
148.0,6,8
149.0,5,8
31.25,6,17
151.0,5,5
104.5,8,52
153.0,4,7
154.0,2,5
37.5,9,926
0.5,9,760
157.0,4,5
158.0,4,5
9.5,8,830
160.0,5,6
161.0,3,5
162.0,4,6
163.0,3,4
164.0,4,6
165.0,4,6
23.5,9,483
167.0,4,4
73.5,8,203
96.5,7,62
33.3333333333,2,2
171.0,3,5
172.0,4,5
173.0,2,3
82.3333333333,1,1
175.0,4,5
176.0,4,4
177.0,3,5
178.0,3,5
46.25,7,14
64.1666666667,2,2
181.0,3,5
182.0,4,4
183.0,4,5
184.0,3,5
185.0,2,3
186.0,3,5
187.0,4,5
188.0,4,4
189.0,3,5
190.0,4,4
191.0,2,2
192.0,1,1
10.25,7,18
194.0,1,1
195.0,1,1
196.0,1,1
197.0,1,1
198.0,1,1
199.0,1,1
200.0,1,1
201.0,1,1
137.5,6,13
203.0,1,1
99.75,5,6
205.0,1,1
14.3333333333,1,1
8.75,6,13
208.0,1,1
209.0,1,1
210.0,1,1
211.0,1,1
212.0,1,1
213.0,1,1
214.0,1,1
3.75,6,16
108.5,8,43
196.5,1,1
218.0,1,1
39.5,9,802
68.75,3,4
221.0,1,1
222.0,1,1
34.5,9,921
224.0,1,1
225.0,1,1
226.0,1,1
63.75,5,9
117.25,1,1
229.0,1,1
24.5,9,726
231.0,1,1
77.5,8,141
65.5,8,273
21.5,8,835
33.8333333333,2,2
236.0,1,1
237.0,1,1
238.0,1,1
239.0,1,1
240.0,1,1
231.5,1,1
242.0,1,1
48.25,4,7
86.25,2,3
245.0,1,1
16.75,6,8
12.25,5,12
248.0,1,1
249.0,1,1
250.0,1,1
251.0,1,1
252.0,1,1
253.0,1,1
254.0,1,1
255.0,1,1
256.0,1,1
10.75,4,6
258.0,1,1
32.75,7,13
260.0,1,1
261.0,1,1
262.0,1,1
263.0,1,1
6.66666666667,1,1
265.0,1,1
266.0,1,1
180.75,1,1
103.75,4,5
0.75,7,14
270.0,1,1
271.0,1,1
272.0,1,1
273.0,1,1
274.0,1,1
17.1666666667,1,1
276.0,1,1
277.0,1,1
278.0,1,1
279.0,1,1
112.5,7,46
204.5,1,1
282.0,1,1
41.5,9,830
72.75,3,4
285.0,1,1
286.0,1,1
134.5,7,20
10.375,1,1
106.0625,1,1
139.5,6,18
25.5,9,917
81.5,8,117
207.5,1,1
42.25,4,4
43.0625,1,1
239.5,1,1
27.6875,1,1
50.25,4,8
90.25,1,2
243.0,1,1
17.75,5,9
43.125,1,1
283.0,1,1
36.6666666667,1,1
258.25,1,1
86.125,1,1
11.25,6,10
34.75,3,3
34.0625,1,1
107.75,1,1
49.0625,1,1
15.3333333333,1,1
269.5,1,1
193.0,1,1
9.66666666667,1,1
116.5,7,40
212.5,1,1
24.3125,1,1
43.5,8,928
76.75,2,2
234.0,1,1
41.25,7,12
139.75,2,2
26.5,9,828
85.5,8,129
150.5,5,5
145.5,5,10
9.25,6,8
247.5,1,1
52.25,5,10
94.25,3,3
228.75,1,1
18.75,6,19
14.4375,1,1
44.3333333333,1,1
34.5625,1,1
11.75,6,9
36.75,4,19
270.5,1,1
187.75,1,1
111.75,2,2
51.0625,1,1
15.8333333333,1,1
235.5,1,1
110.0625,1,1
19.1666666667,1,1
120.5,7,26
30.25,4,6
45.5,9,827
35.5625,1,1
242.5,1,1
27.5,8,770
99.4375,1,1
89.5,9,115
158.5,4,5
91.75,2,2
28.0625,1,1
193.5,1,1
287.0,1,1
245.5,1,1
54.25,2,3
19.75,6,11
136.25,1,1
276.5,1,1
41.0625,1,1
60.3333333333,2,2
16.25,6,12
87.125,1,1
72.375,1,1
52.75,4,4
91.1666666667,1,1
15.4375,1,1
16.8333333333,1,1
115.75,1,1
53.0625,1,1
58.0625,1,1
171.25,1,1
131.5,7,18
20.1666666667,1,1
283.5,1,1
124.5,7,30
228.5,1,1
47.5,9,535
84.75,2,4
37.5625,1,1
2.25,4,10
40.3333333333,1,1
51.375,1,1
94.4375,1,1
140.25,1,2
279.25,1,1
28.5,9,932
13.3333333333,2,2
93.5,9,105
166.5,3,5
100.5,9,71
3.5,9,841
58.1666666667,1,1
1.9375,1,1
63.8333333333,2,2
102.25,2,2
20.75,7,18
241.75,1,1
56.25,5,9
31.0625,1,1
60.75,5,7
4.33333333333,1,1
12.75,7,11
91.125,1,1
68.5,8,280
71.25,2,3
271.5,1,1
87.75,3,4
55.0625,1,1
39.0625,1,1
109.0625,1,1
187.5,4,5
220.5,1,1
49.5,9,532
88.75,1,1
39.5625,1,1
67.75,4,4
8.9375,1,1
91.0,8,111
140.5,6,15
29.5,9,831
97.5,8,78
174.5,3,3
59.75,3,5
223.0,1,1
21.3125,1,1
58.25,1,1
48.3333333333,1,1
21.75,5,9
152.25,1,1
66.5,8,254
95.0,9,83
44.6666666667,1,1
62.625,2,2
13.25,6,21
42.75,7,15
75.25,1,1
34.8333333333,2,2
60.5625,1,1
18.6666666667,3,3
123.75,1,1
57.0625,1,1
103.875,1,1
93.9375,1,1
147.5,4,9
64.125,1,1
244.5,1,1
51.5,9,428
92.75,2,2
41.5625,1,1
43.375,1,2
61.5,9,319
132.75,1,1
101.5,8,54
182.5,4,4
81.625,1,1
215.5,1,1
108.0625,1,1
104.0,8,45
60.25,1,1
110.25,1,1
22.75,3,4
279.5,1,1
114.75,3,3
13.75,4,5
80.75,5,7
79.25,4,6
222.5,1,1
74.1666666667,1,1
59.0625,1,1
97.9375,1,1
155.5,3,4
77.1875,1,1
268.5,1,1
252.5,1,1
53.5,9,423
96.75,3,5
19.375,1,2
229.5,1,1
33.5625,1,1
80.625,1,1
90.8333333333,1,1
31.5,9,935
227.0,1,1
105.5,8,44
190.5,4,5
85.625,1,1
153.5,4,6
213.5,1,1
62.25,6,6
114.25,2,2
23.75,2,3
42.375,1,1
74.5,9,166
128.5,8,21
172.5,3,5
24.375,1,1
46.75,5,9
83.25,3,3
105.0625,1,1
219.0,1,1
61.0625,1,1
163.5,5,6
24.1666666667,1,1
96.9375,1,1
109.25,2,2
55.5,8,372
45.5625,1,1
61.625,1,1
94.9375,1,1
133.25,2,2
109.5,8,44
198.5,1,1
89.625,1,1
158.75,1,1
69.75,3,4
29.0625,1,1
69.25,1,1
118.25,1,1
24.75,4,18
176.25,1,1
78.5,9,120
84.625,1,1
234.5,1,1
14.75,7,13
48.75,6,9
87.25,4,4
257.5,1,1
35.1666666667,2,2
129.25,2,3
64.625,1,1
171.5,4,5
181.5,4,5
282.5,1,1
40.75,3,5
57.5,8,302
24.6666666667,2,2
47.5625,1,1
10.5,9,927
107.0625,1,1
133.5,7,21
170.0,3,3
61.875,1,1
113.5,7,39
206.5,1,1
45.0625,1,1
188.5,3,5
122.25,1,1
25.75,4,4
2.9375,1,1
82.5,8,133
144.5,5,9
106.25,1,1
66.6666666667,1,1
15.25,5,7
81.125,1,1
91.25,2,4
133.75,1,1
42.8333333333,2,2
140.0,5,15
33.5,8,811
179.5,3,5
80.125,1,1
35.25,5,8
50.0625,1,1
57.3333333333,1,1
59.5,8,286
108.75,1,1
49.5625,1,1
273.5,1,1
41.75,7,11
141.75,2,2
56.5625,1,1
89.25,4,4
117.5,7,40
214.5,1,1
77.75,1,1
113.25,2,2
26.75,5,12
96.4375,1,1
86.5,9,117
152.5,6,7
169.75,1,1
54.6666666667,2,2
7.16666666667,1,1
13.6666666667,2,2
15.75,7,23
73.25,4,7
95.25,1,1
150.0,5,8
252.75,1,1
32.6666666667,1,1
255.5,1,1
82.6666666667,1,1
0.166666666667,1,3
10.4375,1,1
152.0,5,7
37.25,7,16
64.25,5,7
235.0,1,1
24.3333333333,2,3
112.75,2,3
51.5625,1,1
155.0,4,5
29.125,1,1
48.1666666667,1,1
121.5,7,34
156.0,4,6
223.5,1,1
82.25,2,3
267.5,1,1
27.75,7,15
100.4375,1,1
90.5,9,103
160.5,4,6
20.3125,1,1
159.0,4,6
22.5,9,892
54.75,7,11
287.5,1,1
274.5,1,1
0.666666666667,2,3
195.5,1,1
88.125,1,1
39.25,4,6
68.25,6,8
169.0,4,5
63.5,8,274
116.75,2,2
53.5625,1,1
8.5,8,882
49.875,1,1
95.4375,1,1
134.25,1,1
166.0,4,4
1.66666666667,1,1
125.5,7,21
230.5,1,1
38.0625,1,1
161.5,3,5
168.0,3,5
118.75,2,2
197.5,1,1
33.6666666667,2,2
42.3333333333,4,4
94.5,9,118
168.5,3,4
18.8125,1,1
32.5,9,877
9.33333333333,6,7
21.8333333333,1,2
125.25,1,1
11.1666666667,1,1
69.5,7,263
103.25,3,3
259.5,1,1
1.5,9,955
128.75,2,3
25.6875,1,1
43.1666666667,2,2
2.66666666667,1,1
243.25,1,1
203.5,1,1
46.0625,1,1
163.75,1,1
275.5,1,1
174.0,4,5
12.4375,1,1
255.25,1,1
120.75,1,1
100.875,1,1
65.625,1,1
141.5,5,13
107.5625,1,1
142.5,4,15
238.5,1,1
28.75,3,5
198.75,1,1
89.75,2,3
40.0625,1,1
139.25,1,1
249.5,1,1
179.0,3,3
29.75,8,15
3.4375,1,1
98.5,9,66
180.0,5,5
19.8125,1,1
272.25,1,1
60.6666666667,2,2
1.25,6,19
29.5625,1,1
222.75,1,1
58.75,2,2
78.625,1,1
56.75,6,7
9.66666666667,5,6
63.125,1,1
211.5,1,1
43.25,7,16
76.25,3,4
258.5,1,1
35.3333333333,2,2
124.75,1,1
57.5625,1,1
149.5,4,7
16.4375,1,1
75.6875,1,1
134.75,2,2
17.3333333333,1,1
246.5,1,1
284.5,1,1
93.75,3,3
73.8333333333,1,1
272.5,1,1
92.625,1,1
102.5,6,38
184.5,4,5
20.8125,1,1
36.5,9,769
104.375,1,1
4.5,9,946
81.75,4,5
111.25,1,1
260.5,1,1
162.25,1,1
71.5,9,193
92.125,1,1
67.1666666667,1,1
47.1666666667,3,3
42.6666666667,3,4
57.75,6,10
219.5,1,1
25.1875,1,1
45.25,4,8
45.8333333333,1,1
78.25,1,1
59.5625,1,1
157.5,3,6
32.0625,1,1
244.0,1,1
254.5,1,1
97.75,2,2
44.0625,1,1
135.25,2,2
40.6666666667,1,1
31.75,6,9
106.5,8,57
192.5,1,1
21.8125,1,1
38.5,8,846
4.25,6,10
202.0,1,1
30.5,9,778
62.75,5,7
115.25,3,3
75.5,9,144
130.5,6,22
34.1666666667,2,2
142.166666667,1,1
38.75,4,9
227.5,1,1
47.25,4,5
141.833333333,1,1
206.0,1,1
82.75,1,1
39.3333333333,2,2
207.0,1,1
28.375,1,1
106.5625,1,1
165.5,4,5
52.125,1,1
9.4375,1,1
183.25,2,2
30.5625,1,1
46.8333333333,3,3
101.75,2,3
30.0625,1,1
36.125,1,1
26.6875,1,1
16.6666666667,1,1
110.5,8,42
200.5,1,1
22.8125,1,1
40.5,9,923
280.5,1,1
67.5,8,302
119.25,1,1
261.5,1,1
79.5,8,148
138.5,5,10
215.0,1,1
216.0,1,1
49.25,4,7
88.25,3,3
17.25,4,10
217.0,1,1
30.3333333333,1,1
35.6666666667,2,2
11.125,1,1
173.5,2,3
33.75,6,12
143.5,6,11
62.125,1,1
220.0,1,1
29.8333333333,1,1
105.75,4,4
169.5,3,5
11.9375,1,1
17.6666666667,1,1
248.25,1,1
114.5,7,35
208.5,1,1
42.5,9,809
4.75,5,5
1.75,3,5
256.5,1,1
24.6875,1,1
66.125,1,1
83.5,8,109
146.5,6,9
176.5,4,4
36.3333333333,1,1
30.6666666667,1,1
243.5,1,1
51.25,3,5
92.25,5,6
18.25,7,11
100.25,3,3
228.0,1,1
126.75,4,4
11.5,9,790
44.25,7,18
35.75,3,4
135.75,1,2
230.0,1,1
109.75,3,3
66.3333333333,1,1
159.25,1,1
277.5,1,1
232.0,1,1
95.75,1,1
233.0,1,1
118.5,7,38
216.5,1,1
44.5,9,876
78.75,3,3
65.75,3,4
98.25,4,6
127.25,2,2
262.5,1,1
97.4375,1,1
87.5,9,121
154.5,4,6
10.1666666667,2,2
6.33333333333,1,1
201.5,1,1
251.5,1,1
53.25,4,9
96.25,1,1
19.25,6,19
157.75,1,1
278.5,1,1
39.6666666667,2,2
236.5,1,1
189.5,3,4
85.125,1,1
37.75,4,6
65.25,2,3
241.0,1,1
9.83333333333,2,2
113.75,3,3
52.0625,1,1
167.25,1,1
61.75,1,1
12.9375,1,1
10.9375,1,1
14.6666666667,1,1
121.25,2,3
122.5,8,26
224.5,1,1
46.5,9,884
5.25,6,9
36.5625,1,1
30.75,6,18
246.0,1,1
13.4375,1,1
91.5,8,124
162.5,3,3
247.0,1,1
55.25,4,10
74.25,4,4
20.25,7,21
185.75,1,1
2.4375,1,1
12.5,9,757
89.125,1,1
39.75,5,13
128.25,2,2
117.75,2,2
54.0625,1,1
44.125,1,2
135.5,6,15
35.8333333333,1,1
126.5,8,19
232.5,1,1
54.3333333333,2,2
5.5,8,834
38.5625,1,1
225.5,1,1
14.25,4,9
70.5,8,287
79.625,1,1
263.5,1,1
257.0,1,1
95.5,9,87
170.5,3,3
130.75,1,1
6.83333333333,1,1
57.25,2,3
104.25,2,2
21.25,3,7
64.5,9,309
16.1666666667,1,1
205.5,1,1
93.125,1,1
136.5,7,17
9.9375,1,1
30.1666666667,1,1
22.8333333333,1,1
121.75,1,1
57.8333333333,1,1
101.875,1,1
264.0,1,1
15.6666666667,1,1
18.8333333333,1,1
240.5,1,1
50.5,9,468
5.75,4,8
158.25,1,1
17.8125,1,1
267.0,1,1
99.5,8,57
178.5,3,5
23.1666666667,1,1
138.75,1,1
269.0,1,1
59.25,4,5
108.25,2,3
22.25,3,9
45.6666666667,1,1
88.625,1,1
63.625,1,1
13.5,9,928
48.5,9,445
43.75,6,10
77.25,4,4
0.333333333333,3,6
217.5,1,1
259.0,1,1
125.75,1,1
66.8333333333,1,1
95.9375,1,1
151.5,4,8
177.5,3,4
275.0,1,1
19.8333333333,1,1
248.5,1,1
86.75,4,6
52.5,9,494
94.75,1,1
42.5625,1,1
6.25,3,4
74.75,3,5
264.5,1,1
185.5,4,5
103.5,7,57
186.5,2,3
83.625,1,1
82.625,1,1
280.0,1,1
61.25,6,8
112.25,3,3
19.3125,1,1
23.25,5,8
281.0,1,1
72.5,9,169
250.5,1,1
286.5,1,1
221.5,1,1
32.5625,1,1
45.75,6,11
81.25,2,2
76.1875,1,1
284.0,1,1
2.33333333333,1,1
72.25,1,1
159.5,4,6
25.1666666667,1,1
54.5,9,305
98.75,2,3
44.5625,1,1
137.25,1,1
102.875,1,1
104.75,2,3
107.5,8,41
194.5,1,1
87.625,1,1
105.25,2,3
63.25,2,2
116.25,1,2
24.25,6,30
2.75,7,9
76.5,7,160
132.5,6,15
14.5,8,862
50.625,1,1
47.75,2,2
85.25,4,6
101.375,1,1
16.5,9,950
39.8333333333,1,1
45.3333333333,1,1
167.5,3,4
32.25,8,13
209.5,1,1
56.5,8,348
6.5,9,778
46.5625,1,1
15.9375,1,1
265.5,1,1
76.6875,1,1
111.5,8,46
202.5,1,1
71.75,2,2
80.25,2,3
10.8333333333,1,1
122.75,2,3
25.25,7,14
80.5,8,133
7.75,4,6
56.0625,1,1
9.75,7,16
237.5,1,1
49.75,3,4
129.5,7,17
11.4375,1,1
17.5,9,820
41.8333333333,1,1
4.66666666667,1,1
16.3333333333,1,1
105.5625,1,1
36.1666666667,1,1
175.5,3,5
78.125,1,1
34.25,8,13
237.75,1,1
20.125,1,2
58.5,9,357
6.75,7,13
48.5625,1,1
153.25,1,1
233.5,1,1
79.125,1,1
115.5,8,43
210.5,1,1
75.75,3,8
33.0625,1,1
2.0,1,1
124.25,2,3
46.1666666667,1,1
26.25,6,8
84.5,9,110
148.5,5,9
90.75,4,5
15.5,9,846
50.75,7,8
51.75,6,9
129.75,3,3
18.5,8,818
204.25,1,1
3.66666666667,1,1
64.75,4,4
183.5,4,5
82.125,1,1
36.25,6,15
268.0,1,1
60.5,9,273
110.75,3,3
50.5625,1,1
281.5,1,1
33.25,6,7
67.25,6,9
266.5,1,1
119.5,8,26
218.5,1,1
79.75,2,2
27.25,4,8
98.4375,1,1
88.5,8,130
156.5,4,6
17.3125,1,1
253.5,1,1
102.75,5,6
53.75,5,5
97.25,2,3
19.5,8,948
101.25,2,2
40.1666666667,1,1
44.75,5,9
231.25,1,1
191.5,2,4
241.5,1,1
38.25,6,7
66.25,4,6
86.625,1,1
24.8333333333,1,1
62.5,9,275
7.25,7,17
52.5625,1,1
8.25,5,9
3.33333333333,1,1
204.0,1,1
285.5,1,1
123.5,6,25
226.5,1,1
83.75,2,2
37.0625,1,1
66.75,6,9
140.75,2,2
28.25,5,18
3.25,5,5
92.5,8,111
164.5,4,6
18.3125,1,1
57.6666666667,1,1
55.75,5,7
138.25,2,2
20.5,8,907
0.25,6,37
90.125,1,1
42.1666666667,1,1
1.33333333333,1,1
199.5,1,1
1.4375,1,1
40.25,6,16
70.25,3,5
18.3333333333,3,3
22.1666666667,2,2
32.3333333333,1,1
7.5,8,945
54.5625,1,1
180.5,4,5
177.25,1,1
